affiliation1,affiliation2,collaboration
60015150,60003254,1
60025704,60003254,1
60003254,60015150,1
60003254,60025704,1
60014662,60029311,1
60029311,60014662,1
60022109,60031813,1
60031813,60022109,1
60031813,60021097,1
60021097,60031813,1
60014564,60013983,1
60014564,60028673,1
60014564,60012650,1
60013983,60014564,1
60013983,60028673,1
60028673,60014564,1
60028673,60013983,1
60028673,60012650,1
60012650,60014564,1
60012650,60028673,1
60011460,60025988,1
60025988,60011460,1
60025988,60028628,1
60028628,60025988,1
60004923,60020304,1
60020304,60004923,1
60025017,60029241,1
60011375,60029241,1
60029241,60025017,1
60029241,60011375,1
60006168,60023456,1
60023456,60006168,1
60029170,60014304,1
60014304,60029170,1
60019463,60015574,1
60023456,60015574,1
60015574,60019463,1
60015574,60023456,1
60084261,60013983,1
60084261,60012650,1
60013983,60084261,1
60012650,60084261,1
60004923,60090134,1
60090134,60004923,1
60072562,60028333,1
60008734,60028333,1
60028333,60072562,1
60028333,60008734,1
60005837,60019637,1
60019637,60005837,1
60024260,60009602,1
60009602,60024260,1
60015574,60012564,1
60012564,60015574,1
60030162,60028229,1
60028229,60030162,1
60028264,60016529,1
60016529,60028264,1
60088904,60027950,1
60088904,60011410,1
60027950,60088904,1
60011410,60088904,1
60001439,60030821,1
60030821,60001439,1
60014313,60020828,1
60020828,60014313,1
60025858,60033403,1
60025858,60029284,1
60023256,60033403,1
60023256,60029284,1
60033403,60025858,1
60033403,60023256,1
60033403,60029284,1
60029284,60025858,1
60029284,60023256,1
60029284,60033403,1
60068522,60006222,1
60068522,60025704,1
60068522,60021463,1
60068522,60015375,1
60006222,60068522,1
60006222,60025704,1
60006222,60021463,1
60025704,60068522,1
60025704,60006222,1
60025704,60021463,1
60025704,60015375,1
60021463,60068522,1
60021463,60006222,1
60021463,60025704,1
60021463,60015375,1
60015375,60068522,1
60015375,60025704,1
60015375,60021463,1
60015875,60025160,1
60003771,60025160,1
60025160,60015875,1
60025160,60003771,1
60004718,60072562,1
60072562,60004718,1
60025778,60028186,1
60028186,60025778,1
60002596,60027950,1
60002596,60025778,1
60002596,60020536,1
60027950,60002596,1
60025778,60002596,1
60020536,60002596,1
60021293,60001115,1
60021293,60018407,1
60001115,60021293,1
60001115,60018407,1
60001115,60018527,1
60018407,60021293,1
60018407,60001115,1
60018407,60018527,1
60018527,60001115,1
60018527,60018407,1
60006168,60019656,1
60019656,60006168,1
60021918,60033010,1
60033010,60021918,1
60025038,60007592,1
60007592,60025038,1
60021918,60006191,1
60006191,60021918,1
60031701,60014256,1
60014256,60031701,1
60003858,60000130,1
60000130,60003858,1
60009253,60015424,1
60015424,60009253,1
60012708,60016849,1
60016849,60012708,1
60016849,60009982,1
60009982,60016849,1
60026137,60020536,1
60020536,60026137,1
60013373,60022403,1
60013373,60033010,1
60022403,60013373,1
60033010,60013373,1
60014708,60016575,1
60016575,60014708,1
60016575,60000990,1
60000990,60016575,1
60003088,60027165,1
60027165,60003088,1
60008334,60025038,1
60025038,60008334,1
60029311,60033010,1
60033010,60029311,1
60024696,60013959,1
60013959,60024696,1
60033010,60020536,1
60020536,60033010,1
60004354,60033010,1
60033010,60004354,1
60027165,60018491,1
60018491,60027165,1
60013372,60000221,1
60000221,60013372,1
60000221,60021918,1
60021918,60000221,1
60025997,60010574,1
60028928,60010574,1
60010574,60025997,1
60010574,60028928,1
60022195,60024590,1
60024590,60022195,1
60025084,60007592,1
60007592,60025084,1
60027165,60000745,1
60000745,60027165,1
60010574,60023682,1
60023682,60010574,1
60015481,60009954,1
60009954,60015481,1
60016809,60007592,1
60007592,60016809,1
60076079,60008724,1
60008724,60076079,1
60030074,60030623,1
60030623,60030074,1
60000745,60031707,1
60031707,60000745,1
60005290,60029445,1
60005290,60002092,1
60029445,60005290,1
60029445,60001115,1
60029445,60002092,1
60000745,60001115,1
60000745,60002092,1
60001115,60029445,1
60001115,60000745,1
60001115,60002092,1
60002092,60005290,1
60002092,60029445,1
60002092,60000745,1
60002092,60001115,1
60006168,60029445,1
60029445,60006168,1
60024350,60016849,1
60016849,60024350,1
60006320,60014708,1
60014708,60006320,1
60005290,60009253,1
60005290,60025272,1
60009253,60005290,1
60009253,60025272,1
60025272,60005290,1
60025272,60009253,1
60028900,60033010,1
60033010,60028900,1
60033010,60010806,1
60010806,60033010,1
60014708,60003269,1
60003269,60014708,1
60000745,60016809,1
60016809,60000745,1
60020536,60018489,1
60018489,60020536,1
60021784,60003269,1
60003269,60021784,1
60014313,60013372,1
60014313,60001115,1
60013372,60014313,1
60001115,60014313,1
60009037,60027550,1
60027550,60009037,1
60019499,60076695,1
60076695,60019499,1
60033010,60026638,1
60026638,60033010,1
60029241,60029199,1
60029199,60029241,1
60007363,60015424,1
60015424,60007363,1
60028928,60015095,1
60025997,60015095,1
60015095,60028928,1
60015095,60025997,1
60015095,60013791,1
60013791,60015095,1
60010574,60018489,1
60018489,60010574,1
60031581,60000745,1
60000745,60031581,1
60019647,60018489,1
60018489,60019647,1
60016849,60032144,1
60032144,60016849,1
60032144,60032179,1
60032179,60032144,1
60017366,60000221,1
60000221,60017366,1
60019647,60025778,1
60025778,60019647,1
60032179,60005290,1
60005290,60032179,1
60003780,60029445,1
60029445,60003780,1
60029445,60003212,1
60003212,60029445,1
60023004,60017366,1
60017366,60023004,1
60003467,60015161,1
60015161,60003467,1
60025858,60025555,1
60025555,60025858,1
60007954,60015481,1
60015481,60007954,1
60027031,60033010,1
60027031,60071343,1
60033010,60027031,1
60033010,60071343,1
60071343,60027031,1
60071343,60033010,1
60007823,60013373,1
60013373,60007823,1
60025038,60019674,1
60019674,60025038,1
60019647,60032179,1
60032179,60019647,1
60022195,60031293,1
60031293,60022195,1
60003269,60029445,1
60029445,60003269,1
60029445,60022195,1
60022195,60029445,1
60010574,60001115,1
60001115,60010574,1
60020536,60011048,1
60011048,60020536,1
60015424,60010574,1
60010574,60015424,1
60003269,60008319,1
60008319,60003269,1
60031204,60013959,1
60013959,60031204,1
60025488,60020536,1
60020536,60025488,1
60012708,60001280,1
60000745,60001280,1
60020536,60001280,1
60001280,60012708,1
60001280,60000745,1
60001280,60020536,1
60001280,60019647,1
60019647,60001280,1
60030074,60076695,1
60076695,60030074,1
60031278,60014708,1
60014708,60031278,1
60097645,60021988,1
60021988,60097645,1
60021988,60033010,1
60033010,60021988,1
60009151,60024842,1
60024842,60009151,1
60011001,60002347,1
60031293,60002347,1
60002347,60011001,1
60002347,60031293,1
60015424,60014439,1
60014439,60015424,1
60014439,60025038,1
60025038,60014439,1
60025038,60013791,1
60013791,60025038,1
60000221,60001115,1
60001115,60000221,1
60026532,60020536,1
60020536,60026532,1
60020273,60027165,1
60027165,60020273,1
60013372,60010806,1
60010806,60013372,1
60025997,60021208,1
60021208,60025997,1
60032179,60012278,1
60032179,60013373,1
60012278,60032179,1
60012278,60013373,1
60013373,60032179,1
60013373,60012278,1
60015161,60016849,1
60016849,60015161,1
60022758,60013372,1
60013372,60022758,1
60033012,60004923,1
60004923,60033012,1
60076695,60021918,1
60021918,60076695,1
60010365,60032179,1
60032179,60010365,1
60013372,60020536,1
60020536,60013372,1
60020536,60017366,1
60017366,60020536,1
60020304,60015161,1
60015161,60020304,1
60001439,60027071,1
60027071,60001439,1
60033010,60080403,1
60005681,60080403,1
60080403,60033010,1
60080403,60005681,1
60005837,60003780,1
60005837,60009415,1
60003780,60005837,1
60003780,60009415,1
60009415,60005837,1
60009415,60003780,1
60033316,60033010,1
60033316,60022195,1
60033010,60033316,1
60022195,60033316,1
60006297,60025778,1
60025778,60006297,1
60082727,60025272,1
60025272,60082727,1
60010574,60007278,1
60007278,60010574,1
60014439,60011116,1
60011116,60014439,1
60088405,60025038,1
60025038,60088405,1
60014261,60015481,1
60015481,60014261,1
60013372,60006168,1
60006168,60013372,1
60021032,60011476,1
60011476,60021032,1
60005290,60088405,1
60005290,60013682,1
60088405,60005290,1
60088405,60013682,1
60088405,60000745,1
60013682,60005290,1
60013682,60088405,1
60000745,60088405,1
60005286,60026610,1
60026610,60005286,1
60026175,60029241,1
60029241,60026175,1
60007776,60022144,1
60022144,60007776,1
60011375,60021121,1
60021121,60011375,1
60021032,60019647,1
60019647,60021032,1
60010586,60028186,1
60028186,60010586,1
60025038,60019499,1
60025038,60007399,1
60019499,60025038,1
60019499,60007399,1
60007399,60025038,1
60007399,60019499,1
60027090,60029278,1
60029278,60027090,1
60002243,60083112,1
60083112,60002243,1
60031126,60004526,1
60028928,60004526,1
60011001,60004526,1
60004526,60031126,1
60004526,60028928,1
60004526,60011001,1
60013373,60029428,1
60029428,60013373,1
60001271,60000264,1
60000264,60001271,1
60009019,60007033,1
60007033,60009019,1
60032709,60018733,1
60024652,60018733,1
60018733,60032709,1
60018733,60024652,1
60027363,60019616,1
60019616,60027363,1
60011451,60009236,1
60011451,60000264,1
60011451,60016733,1
60009236,60011451,1
60009236,60000264,1
60009236,60016733,1
60000264,60011451,1
60000264,60009236,1
60000264,60016733,1
60016733,60011451,1
60016733,60009236,1
60016733,60000264,1
60001490,60010574,1
60010574,60001490,1
60018163,60022195,1
60022195,60018163,1
60001576,60032211,1
60001576,60030699,1
60001576,60029857,1
60001576,60029170,1
60001576,60021097,1
60001576,60019674,1
60023020,60029857,1
60023020,60029170,1
60023020,60021097,1
60023020,60019674,1
60002581,60029857,1
60002581,60029170,1
60002581,60021097,1
60002581,60019674,1
60032211,60001576,1
60032211,60029857,1
60032211,60029170,1
60032211,60021097,1
60032211,60019674,1
60030699,60001576,1
60030699,60029857,1
60030699,60029170,1
60030699,60021097,1
60030699,60019674,1
60029857,60001576,1
60029857,60023020,1
60029857,60002581,1
60029857,60032211,1
60029857,60030699,1
60029857,60029170,1
60029857,60021097,1
60029857,60019674,1
60029170,60001576,1
60029170,60023020,1
60029170,60002581,1
60029170,60032211,1
60029170,60030699,1
60029170,60029857,1
60029170,60021097,1
60029170,60019674,1
60021097,60001576,1
60021097,60023020,1
60021097,60002581,1
60021097,60032211,1
60021097,60030699,1
60021097,60029857,1
60021097,60029170,1
60021097,60019674,1
60019674,60001576,1
60019674,60023020,1
60019674,60002581,1
60019674,60032211,1
60019674,60030699,1
60019674,60029857,1
60019674,60029170,1
60019674,60021097,1
60016060,60025655,1
60025655,60016060,1
60015138,60028186,1
60028186,60015138,1
60011921,60029311,1
60029311,60011921,1
60019656,60019702,1
60019656,60004956,1
60019702,60019656,1
60004956,60019656,1
60030109,60083112,1
60083112,60030109,1
60004956,60031278,1
60031278,60004956,1
60032270,60020306,1
60020306,60032270,1
60006369,60031101,1
60031101,60006369,1
60022461,60029241,1
60029241,60022461,1
60019722,60004718,1
60004718,60019722,1
60020599,60015543,1
60015543,60020599,1
60026137,60029116,1
60029116,60026137,1
60003892,60019526,1
60019526,60003892,1
60001490,60080255,1
60080255,60001490,1
60015150,60029428,1
60029428,60015150,1
60015595,60028229,1
60028229,60015595,1
60091164,60020547,1
60020547,60091164,1
60011218,60032259,1
60032259,60011218,1
60000112,60021918,1
60021918,60000112,1
60028186,60029543,1
60029543,60028186,1
60017161,60025084,1
60017161,60006191,1
60025084,60017161,1
60006191,60017161,1
60025778,60021492,1
60024438,60021492,1
60021492,60025778,1
60021492,60024438,1
60027090,60027550,1
60027090,60022195,1
60027550,60027090,1
60022195,60027090,1
60014153,60010126,1
60014153,60014300,1
60014153,60020188,1
60010126,60014153,1
60010126,60014300,1
60010126,60020188,1
60014300,60014153,1
60014300,60010126,1
60014300,60020188,1
60020188,60014153,1
60020188,60010126,1
60020188,60014300,1
60012708,60016561,1
60012708,60009164,1
60016561,60012708,1
60016561,60015400,1
60016561,60020599,1
60016561,60015150,1
60016561,60009164,1
60015400,60016561,1
60015400,60020599,1
60015400,60015150,1
60020599,60016561,1
60020599,60015400,1
60020599,60009164,1
60015150,60016561,1
60015150,60015400,1
60015150,60009164,1
60009164,60012708,1
60009164,60016561,1
60009164,60020599,1
60009164,60015150,1
60015595,60033420,1
60033420,60015595,1
60021700,60019269,1
60019269,60021700,1
60031101,60029311,1
60029311,60031101,1
60030109,60015595,1
60015595,60030109,1
60001490,60011170,1
60011170,60001490,1
60019656,60019722,1
60019722,60019656,1
60024621,60002504,1
60024621,60000264,1
60002504,60024621,1
60002504,60025272,1
60002504,60024322,1
60002504,60000264,1
60025272,60002504,1
60024322,60002504,1
60024322,60000264,1
60000264,60024621,1
60000264,60002504,1
60000264,60024322,1
60005246,60012708,1
60012708,60005246,1
60013373,60030109,1
60030109,60013373,1
60022020,60015138,1
60015138,60022020,1
60085737,60027950,1
60085737,60019647,1
60027950,60085737,1
60019647,60085737,1
60010365,60011373,1
60011373,60010365,1
60010574,60098465,1
60098465,60010574,1
60030109,60026638,1
60026638,60030109,1
60024724,60007573,1
60007573,60024724,1
60011476,60025272,1
60000823,60025272,1
60025272,60011476,1
60025272,60000823,1
60028263,60003414,1
60003414,60028263,1
60025063,60013703,1
60025063,60031069,1
60012708,60013703,1
60012708,60031069,1
60013703,60025063,1
60013703,60012708,1
60013703,60031069,1
60031069,60025063,1
60031069,60012708,1
60031069,60013703,1
60024631,60027245,1
60024631,60031101,1
60024631,60000874,1
60027245,60024631,1
60027245,60031101,1
60031101,60024631,1
60031101,60027245,1
60031101,60000874,1
60000874,60024631,1
60000874,60031101,1
60011520,60012197,1
60012197,60011520,1
60024621,60028013,1
60024621,60002787,1
60028013,60024621,1
60028013,60002787,1
60002787,60024621,1
60002787,60028013,1
60029514,60001881,1
60001881,60029514,1
60001881,60012278,1
60012278,60001881,1
60022195,60019087,1
60019087,60022195,1
60020040,60027625,1
60027625,60020040,1
60027625,60000264,1
60000264,60027625,1
60012692,60016809,1
60016809,60012692,1
60018362,60025641,1
60018362,60029311,1
60025641,60018362,1
60025641,60029311,1
60025641,60015150,1
60025641,60004718,1
60029311,60018362,1
60029311,60025641,1
60029311,60004718,1
60015150,60025641,1
60004718,60025641,1
60004718,60029311,1
60029428,60012708,1
60012708,60029428,1
60029420,60010050,1
60028333,60010050,1
60010050,60029420,1
60010050,60028333,1
60009254,60018306,1
60018306,60009254,1
60002014,60030109,1
60030109,60002014,1
60016849,60003398,1
60003398,60016849,1
60022195,60002838,1
60002838,60022195,1
60000264,60024941,1
60000264,60022195,1
60000264,60022461,1
60024941,60000264,1
60024941,60022461,1
60022195,60000264,1
60022195,60022461,1
60022461,60000264,1
60022461,60024941,1
60022461,60022195,1
60028186,60029311,1
60028186,60001490,1
60029311,60028186,1
60029311,60001490,1
60001490,60028186,1
60001490,60029311,1
60032256,60015466,1
60015466,60032256,1
60022281,60019616,1
60019616,60022281,1
60020599,60030109,1
60030109,60020599,1
60030109,60005290,1
60030109,60011476,1
60005290,60030109,1
60005290,60011476,1
60005290,60029311,1
60005290,60015986,1
60011476,60030109,1
60011476,60005290,1
60011476,60029311,1
60029311,60005290,1
60029311,60011476,1
60015986,60005290,1
60005803,60015543,1
60005803,60015150,1
60005803,60030109,1
60005803,60029311,1
60015543,60005803,1
60015543,60030109,1
60015150,60005803,1
60015150,60030109,1
60030109,60005803,1
60030109,60015543,1
60030109,60015150,1
60029311,60005803,1
60000264,60026940,1
60008107,60026940,1
60026940,60000264,1
60026940,60008107,1
60017326,60022109,1
60022109,60017326,1
60017161,60002952,1
60002952,60017161,1
60012708,60015986,1
60015986,60012708,1
60006726,60009840,1
60009840,60006726,1
60030109,60025555,1
60028186,60025555,1
60025555,60030109,1
60025555,60028186,1
60083112,60029311,1
60083112,60022461,1
60029311,60083112,1
60022461,60083112,1
60002306,60003398,1
60003398,60002306,1
60015986,60003003,1
60003003,60015986,1
60025017,60031126,1
60031126,60025017,1
60030109,60033241,1
60033241,60030109,1
60011476,60007252,1
60002676,60007252,1
60007252,60011476,1
60007252,60002676,1
60028186,60031295,1
60031295,60028186,1
60022193,60030612,1
60030612,60022193,1
60030612,60008950,1
60008950,60030612,1
60015150,60082964,1
60015150,60024779,1
60015150,60019984,1
60082964,60015150,1
60082964,60024779,1
60082964,60019984,1
60024779,60015150,1
60024779,60082964,1
60024779,60019984,1
60019984,60015150,1
60019984,60082964,1
60019984,60024779,1
60013789,60009448,1
60009448,60013789,1
60008293,60019647,1
60008293,60085149,1
60019647,60008293,1
60019647,60072347,1
60072347,60019647,1
60072347,60085149,1
60085149,60008293,1
60085149,60072347,1
60031707,60027272,1
60027272,60031707,1
60015595,60019702,1
60019702,60015595,1
60018938,60013959,1
60013959,60018938,1
60013959,60015481,1
60015481,60013959,1
60000264,60018284,1
60018284,60000264,1
60027950,60023691,1
60015543,60023691,1
60023691,60027950,1
60023691,60015543,1
60019118,60017179,1
60026638,60017179,1
60017179,60019118,1
60017179,60026638,1
60011840,60029514,1
60029514,60011840,1
60029311,60015595,1
60015595,60029311,1
60000264,60030526,1
60030526,60000264,1
60029311,60028333,1
60012708,60028333,1
60020599,60028333,1
60028333,60029311,1
60028333,60012708,1
60028333,60020599,1
60009254,60020304,1
60020304,60009254,1
60000906,60001741,1
60000906,60028442,1
60001741,60000906,1
60028442,60000906,1
60020599,60024724,1
60024724,60020599,1
60030109,60002128,1
60002128,60030109,1
60027090,60018306,1
60018306,60027090,1
60000745,60015150,1
60015150,60000745,1
60001271,60017790,1
60017790,60001271,1
60000264,60031848,1
60000264,60010365,1
60031848,60000264,1
60031848,60010848,1
60010848,60031848,1
60010848,60010365,1
60010365,60000264,1
60010365,60010848,1
60001777,60027165,1
60027165,60001777,1
60024438,60001115,1
60001115,60024438,1
60016733,60022195,1
60016733,60012564,1
60016733,60075096,1
60022195,60016733,1
60022195,60075096,1
60012564,60016733,1
60012564,60075096,1
60075096,60016733,1
60075096,60022195,1
60075096,60012564,1
60028333,60000264,1
60028333,60001777,1
60028333,60002952,1
60029420,60000264,1
60029420,60001777,1
60000264,60028333,1
60000264,60029420,1
60000264,60001777,1
60000264,60002952,1
60000264,60019722,1
60001777,60028333,1
60001777,60029420,1
60001777,60000264,1
60001777,60002952,1
60001777,60019722,1
60002952,60028333,1
60002952,60000264,1
60002952,60001777,1
60019722,60000264,1
60019722,60001777,1
60000874,60082483,1
60082483,60000874,1
60010726,60002952,1
60002952,60010726,1
60022148,60032709,1
60032709,60022148,1
60015986,60010156,1
60083112,60010156,1
60083112,60022195,1
60010156,60015986,1
60010156,60083112,1
60022195,60083112,1
60027950,60011550,1
60027950,60031828,1
60015543,60011550,1
60015543,60031828,1
60011550,60027950,1
60011550,60015543,1
60011550,60031828,1
60011550,60000112,1
60031828,60027950,1
60031828,60015543,1
60031828,60011550,1
60031828,60000112,1
60000112,60011550,1
60000112,60031828,1
60012278,60006191,1
60012278,60030109,1
60012278,60014300,1
60012278,60029428,1
60006191,60012278,1
60006191,60030109,1
60006191,60029428,1
60030109,60012278,1
60030109,60006191,1
60030109,60014300,1
60030109,60029428,1
60014300,60012278,1
60014300,60030109,1
60014300,60029428,1
60029428,60012278,1
60029428,60006191,1
60029428,60030109,1
60029428,60014300,1
60012070,60025704,1
60025704,60012070,1
60022461,60018567,1
60018567,60022461,1
60011575,60027200,1
60027200,60011575,1
60031955,60027395,1
60028928,60027395,1
60027395,60031955,1
60027395,60028928,1
60000264,60024818,1
60024818,60000264,1
60024818,60008107,1
60008107,60024818,1
60017803,60020585,1
60020585,60017803,1
60027742,60010964,1
60027742,60016418,1
60010964,60027742,1
60010964,60016418,1
60016418,60027742,1
60016418,60010964,1
60077819,60000256,1
60000256,60077819,1
60020599,60019663,1
60020599,60023143,1
60019663,60020599,1
60019663,60023143,1
60023143,60020599,1
60023143,60019663,1
60028446,60011170,1
60011170,60028446,1
60015138,60019722,1
60019722,60015138,1
60019722,60029738,1
60029738,60019722,1
60020599,60020661,1
60019984,60020661,1
60020661,60020599,1
60020661,60019984,1
60007881,60011840,1
60011840,60007881,1
60005246,60027950,1
60027950,60005246,1
60006297,60031706,1
60031706,60006297,1
60007989,60020599,1
60020599,60007989,1
60005246,60030162,1
60005246,60023471,1
60030162,60005246,1
60030162,60023471,1
60023471,60005246,1
60023471,60030162,1
60006089,60011604,1
60006089,60019663,1
60011604,60006089,1
60019663,60006089,1
60016060,60075096,1
60075096,60016060,1
60028186,60020599,1
60020599,60028186,1
60072061,60012708,1
60072061,60011149,1
60012708,60072061,1
60011149,60072061,1
60015986,60028186,1
60022195,60030109,1
60030109,60022195,1
60028186,60015986,1
60024941,60009164,1
60009164,60024941,1
60009164,60022195,1
60022195,60009164,1
60020306,60030109,1
60020306,60013323,1
60020306,60016733,1
60020306,60025063,1
60020306,60007903,1
60030109,60020306,1
60030109,60013323,1
60030109,60025858,1
60030109,60016733,1
60030109,60025063,1
60030109,60007903,1
60013323,60020306,1
60013323,60030109,1
60013323,60025858,1
60013323,60016733,1
60013323,60007903,1
60025858,60030109,1
60025858,60013323,1
60025858,60016733,1
60016733,60020306,1
60016733,60030109,1
60016733,60013323,1
60016733,60025858,1
60016733,60025063,1
60016733,60007903,1
60025063,60020306,1
60025063,60030109,1
60025063,60016733,1
60025063,60007903,1
60007903,60020306,1
60007903,60030109,1
60007903,60013323,1
60007903,60016733,1
60007903,60025063,1
60002483,60026638,1
60026638,60002483,1
60011604,60000401,1
60011604,60029241,1
60000401,60011604,1
60000401,60029241,1
60029241,60011604,1
60029241,60000401,1
60020599,60000745,1
60000745,60020599,1
60027245,60024652,1
60024652,60027245,1
60030623,60022904,1
60022904,60030623,1
60015150,60023932,1
60023932,60015150,1
60020547,60085737,1
60085737,60020547,1
60004372,60009254,1
60009254,60004372,1
60004135,60032179,1
60032179,60004135,1
60006320,60029311,1
60029311,60006320,1
60029931,60000765,1
60000765,60029931,1
60077557,60026415,1
60026415,60077557,1
60085737,60002494,1
60002494,60085737,1
60017871,60029116,1
60029116,60017871,1
60015776,60018163,1
60018163,60015776,1
60019722,60002347,1
60002347,60019722,1
60025153,60029116,1
60029116,60025153,1
60019616,60019722,1
60019722,60019616,1
60020040,60031126,1
60008107,60031848,1
60008107,60031126,1
60031848,60008107,1
60031126,60020040,1
60031126,60008107,1
60004853,60013934,1
60004853,60018873,1
60004853,60023462,1
60013934,60004853,1
60013934,60018873,1
60013934,60023462,1
60018873,60004853,1
60018873,60013934,1
60018873,60023462,1
60023462,60004853,1
60023462,60013934,1
60023462,60018873,1
60015595,60007363,1
60007363,60015595,1
60032942,60012895,1
60012895,60032942,1
60004923,60097645,1
60097645,60004923,1
60023020,60009669,1
60009669,60023020,1
60007843,60032179,1
60021508,60032179,1
60032179,60007843,1
60032179,60021508,1
60022904,60004179,1
60004179,60022904,1
60013959,60013402,1
60013402,60013959,1
60020845,60033316,1
60020845,60029445,1
60033316,60020845,1
60033316,60029445,1
60029445,60020845,1
60029445,60033316,1
60030612,60000645,1
60000645,60030612,1
60097745,60015179,1
60097745,60029158,1
60015179,60097745,1
60015179,60029158,1
60015179,60007592,1
60029158,60097745,1
60029158,60015179,1
60029158,60007592,1
60007592,60015179,1
60007592,60029158,1
60035865,60029738,1
60029738,60035865,1
60022403,60014439,1
60014439,60022403,1
60097745,60098463,1
60098463,60097745,1
60083375,60011001,1
60011001,60083375,1
60000990,60011604,1
60011604,60000990,1
60022904,60031701,1
60031701,60022904,1
60027856,60003771,1
60003771,60027856,1
60014097,60000745,1
60000745,60014097,1
60083111,60020261,1
60020261,60083111,1
60008950,60005290,1
60008950,60009860,1
60005290,60008950,1
60005290,60009860,1
60009860,60008950,1
60009860,60005290,1
60009253,60002494,1
60002494,60009253,1
60000990,60019181,1
60019181,60000990,1
60021293,60028442,1
60021293,60009999,1
60028442,60021293,1
60028442,60009999,1
60009999,60021293,1
60009999,60028442,1
60005286,60000854,1
60000854,60005286,1
60005455,60016114,1
60016114,60005455,1
60008592,60025812,1
60008592,60003467,1
60025812,60008592,1
60025812,60003467,1
60003467,60008592,1
60003467,60025812,1
60013301,60004923,1
60004923,60013301,1
60007592,60029937,1
60029937,60007592,1
60007278,60002092,1
60007278,60000481,1
60007278,60001524,1
60002092,60007278,1
60002092,60000481,1
60002092,60001524,1
60000481,60007278,1
60000481,60002092,1
60000481,60001524,1
60001524,60007278,1
60001524,60002092,1
60001524,60000481,1
60004923,60006164,1
60006164,60004923,1
60000745,60011048,1
60011048,60000745,1
60025778,60014439,1
60014439,60025778,1
60007363,60026860,1
60026860,60007363,1
60027071,60025488,1
60027071,60018489,1
60025488,60027071,1
60025488,60018489,1
60018489,60027071,1
60018489,60025488,1
60019499,60023004,1
60033010,60023004,1
60023004,60019499,1
60023004,60033010,1
60021199,60024438,1
60024438,60021199,1
60091787,60021293,1
60021293,60091787,1
60018353,60026175,1
60026175,60018353,1
60010065,60000990,1
60000990,60010065,1
60022904,60014156,1
60014156,60022904,1
60007774,60026175,1
60026175,60007774,1
60026175,60016653,1
60016653,60026175,1
60019578,60021121,1
60008950,60021121,1
60021121,60019578,1
60021121,60008950,1
60021944,60030452,1
60021944,60021726,1
60030452,60021944,1
60030452,60021726,1
60021726,60021944,1
60021726,60030452,1
60002092,60013959,1
60013959,60002092,1
60007951,60014256,1
60014256,60007951,1
60031155,60005290,1
60031155,60023462,1
60007592,60005290,1
60007592,60023462,1
60005290,60031155,1
60005290,60007592,1
60023462,60031155,1
60023462,60007592,1
60003662,60017366,1
60017366,60003662,1
60017366,60007174,1
60026175,60021293,1
60021293,60026175,1
60007174,60017366,1
60012317,60007566,1
60012317,60007843,1
60007566,60012317,1
60007566,60007843,1
60007843,60012317,1
60007843,60007566,1
60015543,60003780,1
60015543,60024872,1
60015543,60001187,1
60015543,60027652,1
60003780,60015543,1
60003780,60001187,1
60003780,60027652,1
60003780,60027950,1
60024872,60015543,1
60024872,60001187,1
60001187,60015543,1
60001187,60003780,1
60001187,60024872,1
60001187,60027652,1
60001187,60027950,1
60027652,60015543,1
60027652,60003780,1
60027652,60001187,1
60027652,60027950,1
60027950,60003780,1
60027950,60001187,1
60027950,60027652,1
60017366,60005280,1
60005280,60017366,1
60005280,60009253,1
60009253,60005280,1
60020304,60026175,1
60026175,60020304,1
60016114,60007652,1
60007652,60016114,1
60000130,60007592,1
60000130,60032179,1
60007592,60000130,1
60032179,60000130,1
60017351,60010884,1
60010884,60017351,1
60021285,60015055,1
60028609,60015055,1
60015055,60021285,1
60015055,60028609,1
60020985,60014247,1
60014247,60020985,1
60024438,60004179,1
60004179,60024438,1
60097745,60023471,1
60023471,60097745,1
60023471,60006754,1
60023471,60007592,1
60006754,60023471,1
60007592,60023471,1
60009669,60007592,1
60007592,60009669,1
60023256,60007592,1
60007592,60023256,1
60011604,60006288,1
60006288,60011604,1
60006164,60028844,1
60028844,60006164,1
60007278,60084308,1
60084308,60007278,1
60084308,60000745,1
60000745,60084308,1
60011418,60005290,1
60011418,60028609,1
60005290,60011418,1
60028609,60011418,1
60013155,60009982,1
60009982,60013155,1
60029937,60024652,1
60024652,60029937,1
60028850,60007881,1
60007881,60028850,1
60003771,60029937,1
60029937,60003771,1
60021508,60031581,1
60031581,60021508,1
60004853,60000005,1
60004853,60025272,1
60000005,60004853,1
60000005,60025272,1
60025272,60004853,1
60025272,60000005,1
60003858,60042257,1
60003858,60031155,1
60042257,60003858,1
60042257,60031155,1
60031155,60003858,1
60031155,60042257,1
60009999,60007774,1
60007774,60009999,1
60019118,60030904,1
60030904,60019118,1
60025858,60009151,1
60009151,60025858,1
60013651,60007954,1
60007954,60013651,1
60006164,60000221,1
60000221,60006164,1
60097745,60017366,1
60017366,60097745,1
60017366,60030835,1
60030835,60017366,1
60000879,60018208,1
60018208,60000879,1
60019674,60077572,1
60018353,60077572,1
60077572,60019674,1
60077572,60018353,1
60014256,60026532,1
60011001,60026532,1
60026532,60014256,1
60026532,60011001,1
60001115,60014682,1
60014682,60001115,1
60030612,60020536,1
60020536,60030612,1
60014708,60025778,1
60025778,60014708,1
60006191,60003269,1
60006191,60005429,1
